object_id,submodel,sim_av,tau,v,re_in,d_s,d_l,teta_e,mass,porb,alpha,beta,ratio,m1,m2,clock,i_p,omega
  32461632,1,   0, 71.2500, 51400, 0.3164E+12,8000,1431,  0.0016,  0.5350, 2808.22,  1.4991,  1.4933,  0.1522,  0.3133,  0.2217,   1,  0.3420,  0.2190
  32477184,1,   0, 18.3000, 84550, 0.1337E+12,8000,3914,  0.0002,  0.0562, 1379.01,  1.0416,  1.0765,  0.0796,  0.0290,  0.0272,  -1,  1.4410,  0.3250
  32973042,1,   0, 43.0600, 39540, 0.1471E+12,8000,3883,  0.0003,  0.0680, 1425.54,  1.0316,  0.3396,  0.1812,  0.0419,  0.0261,   1,  1.4380,  1.5320
  32985881,1,   0, 30.1400, 28880, 0.7520E+11,8000,6104,  0.0001,  0.0245,  119.19,  0.2748,  0.6941,  1.5174,  0.0174,  0.0071,   1,  0.3880, -1.5680
  33139445,1,   0,  637.96, 31400, 0.1731E+13,8000,5343,  0.0023, 10.6012,  780.99,  0.3160,  1.9476,  4.9012,  7.0401,  3.5610,  -1,  1.1460, -0.7490
  33226653,1,   0, 55.0400, 83310, 0.3961E+12,8000,1597,  0.0018,  0.7710,  516.24,  0.4373,  0.0998,  0.6397,  0.4372,  0.3338,  -1, -1.0800,  1.1410
  33349169,1,   0, 41.3600, 61720, 0.2206E+12,8000,  897.60,  0.0018,  0.3833,  164.80,  0.2906,  1.4133,  1.5057,  0.2399,  0.1434,  -1, -1.1010,  1.0660
  33403007,1,   0, 22.2500, 18100, 0.3479E+11,8000,5025,   0,  0.0041,  330.66,  0.6440,  0.6691,  0.4037,  0.0025,  0.0015,   1, -1.4130,  0.8470
  33468616,1,   0, 13.7600,100300, 0.1193E+12,8000,4594,  0.0002,  0.0457, 1086.10,  0.9296,  1.2211,  0.0760,  0.0256,  0.0200,   1, -0.1680, -0.4190
  33525797,1,   0, 68.5600, 93010, 0.5510E+12,8000,4124,  0.0010,  0.9541, 3921.91,  1.3044,  1.2583,  0.1049,  0.7698,  0.1843,  -1, -1.2450, -1.0030
  33571609,1,   0,  637.96, 31400, 0.1731E+13,8000,5343,  0.0023, 10.6012,  780.99,  0.3160,  1.9476,  4.9012,  7.0401,  3.5610,  -1,  1.1460, -0.7490
  33650395,1,   0, 52.1400, 47920, 0.2159E+12,8000,1552,  0.0010,  0.2339, 1321.32,  1.0089,  0.4347,  0.2368,  0.1304,  0.1035,   1, -0.4670, -0.9680
  34329476,1,   0,  799.77, 34620, 0.2392E+13,8000,6628,  0.0026, 31.6131, 3950.54,  0.9697,  0.3625,  1.2147, 23.7012,  7.9119,  -1, -1.4650,  1.0330
  34391536,1,   0, 41.1600, 88690, 0.3154E+12,8000,7077,  0.0003,  0.7651, 1837.38,  1.2769,  0.3609,  0.1344,  0.5815,  0.1836,   1, -1.4720, -0.4170
  34461297,1,   0, 86.7300, 38460, 0.2882E+12,8000,2674,  0.0008,  0.2930, 2770.12,  1.3344,  0.8747,  0.1878,  0.1708,  0.1222,  -1, -0.0380,  1.2310
  34572319,1,   0,  877.23, 82390, 0.6245E+13,8000,4237,  0.0105,  122.86,15028.10,  1.4232,  0.1546,  0.3502, 78.9164, 43.9442,   1, -1.1410, -1.0540
  34812542,1,   0, 29.3100, 32970, 0.8350E+11,8000,6906,  0.0001,  0.0463, 1155.27,  1.3903,  1.0494,  0.1522,  0.0313,  0.0150,   1,  0.4440, -0.0300
  34906145,1,   0, 69.5200, 20400, 0.1225E+12,8000,6599,  0.0001,  0.0816, 1309.23,  1.2436,  0.3893,  0.3186,  0.0410,  0.0406,   1, -0.2530, -1.3340
  35493471,1,   0,  135.46, 19340, 0.2264E+12,8000,  104.30,  0.0155,  3.1265,  222.98,  0.6972,  0.0530,  3.6450,  2.0493,  1.0772,   1, -0.6480, -0.0180
  35694493,1,   0, 10.9700, 91410, 0.8663E+11,8000,6103,  0.0001,  0.0326, 1232.89,  1.2442,  0.2929,  0.0534,  0.0176,  0.0150,  -1,  0.2720,  1.4180
  35924053,1,   0, 24.2100, 83650, 0.1750E+12,8000,3631,  0.0003,  0.0969, 1180.59,  0.8609,  0.3048,  0.1230,  0.0592,  0.0377,   1,  1.3350, -1.5570
  36351642,1,   0,  556.26, 85530, 0.4111E+13,8000,4833,  0.0061, 55.4582, 9552.49,  1.2261,  0.8693,  0.3494, 33.2534, 22.2048,  -1, -0.4390, -0.6180
  36982290,1,   0, 82.7300, 18520, 0.1324E+12,8000,5398,  0.0002,  0.0627, 2035.62,  1.4148,  0.1590,  0.2438,  0.0402,  0.0225,  -1, -1.0760, -1.3120
  37245453,1,   0, 28.5900, 22650, 0.5593E+11,8000,  386.90,  0.0010,  0.0534,  650.39,  1.4832,  1.5265,  0.2637,  0.0277,  0.0256,   1, -1.2510, -0.7820
  37431745,1,   0, 10.4700, 87760, 0.7941E+11,8000,1417,  0.0004,  0.0340, 1139.98,  1.3064,  0.3738,  0.0551,  0.0207,  0.0133,   1, -0.9650, -0.3760
  37796584,1,   0, 63.4400, 66880, 0.3666E+12,8000,2173,  0.0012,  0.5331, 1047.88,  0.6699,  1.3153,  0.3633,  0.4151,  0.1180,  -1,  0.8870, -0.9280
  37847214,1,   0,  381.29,104700, 0.3448E+13,8000,4232,  0.0058, 37.4569, 1205.10,  0.3226,  0.3000,  1.8984, 25.8949, 11.5620,   1,  1.5070, -0.0920
  37995753,1,   0, 19.6100, 24150, 0.4092E+11,8000,7823,   0,  0.0609,  323.69,  1.3305,  0.3524,  0.3636,  0.0352,  0.0256,   1, -1.1150, -1.4980
  38255351,1,   0, 64.3500, 88940, 0.4945E+12,8000,7077,  0.0005,  1.8804, 2101.62,  1.2023,  0.3396,  0.1837,  1.3344,  0.5460,   1, -0.3740, -0.6730
  38577791,1,   0, 42.9400, 93260, 0.3460E+12,8000,6456,  0.0004,  0.6033,  992.22,  0.7132,  0.3214,  0.2597,  0.4793,  0.1240,  -1, -0.0790, -1.1430
  38764802,1,   0, 58.3900, 80060, 0.4039E+12,8000,3855,  0.0007,  0.5129,  767.80,  0.4878,  1.0210,  0.4563,  0.2775,  0.2354,  -1,  1.0640,  0.9910
  39218732,1,   0, 38.0200, 97310, 0.3197E+12,8000,5273,  0.0004,  0.3570, 2377.73,  1.1605,  0.7400,  0.0959,  0.1844,  0.1726,   1, -0.8320, -1.3360
  39428264,1,   0, 11.0200, 94000, 0.8953E+11,8000,3373,  0.0002,  0.0258, 1108.43,  1.0377,  0.8909,  0.0597,  0.0133,  0.0125,  -1, -1.3840, -0.5910
  39514130,1,   0, 34.2500, 86450, 0.2558E+12,8000,3048,  0.0006,  0.2178, 1597.58,  0.9435,  0.0417,  0.1286,  0.1350,  0.0828,  -1, -1.5200, -1.0480
  39670078,1,   0, 26.0200, 33580, 0.7548E+11,8000,2493,  0.0002,  0.0208,  215.98,  0.3853,  0.8382,  0.7227,  0.0123,  0.0085,   1,  1.4580,  0.8680
  39953908,1,   0,  877.23, 82390, 0.6245E+13,8000,4237,  0.0105,  122.86,15028.10,  1.4232,  0.1546,  0.3502, 78.9164, 43.9442,   1, -1.1410, -1.0540
  40685966,1,   0,  105.87, 72400, 0.6622E+12,8000,1478,  0.0032,  2.2848, 1069.22,  0.6105,  1.1671,  0.5941,  1.5948,  0.6900,   1,  0.6240, -0.0140
  40996111,1,   0, 33.3700, 94590, 0.2727E+12,8000,  570.80,  0.0034,  0.8812,  741.81,  0.8456,  0.1262,  0.2699,  0.4611,  0.4200,   1, -1.0080, -1.3680
  41332689,1,   0, 92.2700, 84920, 0.6770E+12,8000, 396,  0.0122,  7.6465,  748.28,  0.7041,  0.0674,  0.7399,  4.3411,  3.3054,   1, -0.8110,  0.2080
  41372255,1,   0, 11.7700, 36530, 0.3716E+11,8000,1129,  0.0002,  0.0089,  296.60,  0.7292,  0.2436,  0.2381,  0.0054,  0.0036,   1,  1.4200, -1.5470
  41486701,1,   0,  120.76, 39110, 0.4080E+12,8000,2074,  0.0014,  0.6804, 2089.76,  1.0344,  0.5133,  0.3467,  0.3796,  0.3007,   1,  0.7670, -0.2140
  41841485,1,   0, 81.3800, 99710, 0.7011E+12,8000,  167.30,  0.0300, 18.8461,  182.64,  0.3587,  1.1898,  2.6736,  9.8084,  9.0376,   1,  1.3690, -1.0020
  41864730,1,   0, 10.0600, 96460, 0.8383E+11,8000,4823,  0.0001,  0.0230,  249.43,  0.3948,  1.0399,  0.2420,  0.0158,  0.0073,   1,  0.5020,  0.5050
  42333316,1,   0, 15.6100, 26200, 0.3534E+11,8000,6635,   0,  0.0069,  582.34,  1.1043,  0.8334,  0.1609,  0.0056,  0.0013,  -1, -0.9990, -0.9070
  42421696,1,   0, 21.1400, 33580, 0.6133E+11,8000,  103.90,  0.0042,  0.2303,  358.01,  1.4793,  1.3077,  0.3543,  0.1609,  0.0693,  -1,  0.0050,  1.2030
  42972975,1,   0,  6.4200, 31820, 0.1765E+11,8000,3922,   0,  0.0010,  333.55,  0.7942,  0.4724,  0.1154,  0.0005,  0.0005,   1, -1.4690, -1.1640
  43216898,1,   0,  8.3200, 80360, 0.5779E+11,8000,6627,  0.0001,  0.0184,  999.63,  1.3415,  0.1435,  0.0500,  0.0111,  0.0073,  -1,  1.5570,  0.5290
  43668190,1,   0,  5.9200, 99140, 0.5074E+11,8000,  351.90,  0.0010,  0.0481, 37.3361,  0.2350,  0.4719,  0.9520,  0.0390,  0.0091,   1, -0.5910,  0.8340
  43671138,1,   0, 53.5400, 93260, 0.4314E+12,8000,3375,  0.0009,  0.5989, 1056.73,  0.5951,  0.7225,  0.3040,  0.4426,  0.1563,   1,  0.1600,  0.4180
  43695632,1,   0,  8.1300, 19050, 0.1338E+11,8000,  189.60,  0.0005,  0.0061,  102.88,  0.8787,  0.7431,  0.4741,  0.0043,  0.0018,  -1,  0.1990,  1.3320
  44093262,1,   0, 24.2100, 83650, 0.1750E+12,8000,3631,  0.0003,  0.0969, 1180.59,  0.8609,  0.3048,  0.1230,  0.0592,  0.0377,   1,  1.3350, -1.5570
  44343351,1,   0, 26.2100, 59950, 0.1357E+12,8000,3380,  0.0003,  0.0593, 2162.08,  1.4099,  0.3007,  0.0727,  0.0333,  0.0260,  -1,  0.2570,  1.1590
  44362716,1,   0, 24.0800, 57130, 0.1189E+12,8000,7428,  0.0001,  0.1669,  935.02,  1.3002,  0.4688,  0.1545,  0.1224,  0.0445,  -1,  0.4000, -0.1290
  44570568,1,   0, 99.2900, 45580, 0.3910E+12,8000,1268,  0.0022,  0.8997, 1232.04,  0.8330,  0.9553,  0.4835,  0.4674,  0.4323,  -1,  1.0040, -0.0220
  44748811,1,   0, 33.5100, 23340, 0.6757E+11,8000,6336,  0.0001,  0.0218,  560.62,  0.8246,  0.0552,  0.3587,  0.0170,  0.0048,   1, -1.3980,  0.8250
  45024655,1,   0, 30.8500, 44130, 0.1176E+12,8000,5780,  0.0001,  0.0542,  450.08,  0.5546,  0.8499,  0.4113,  0.0350,  0.0192,   1, -1.4780, -1.5050
  45067117,1,   0, 11.2700, 58880, 0.5732E+11,8000,4863,  0.0001,  0.0108, 98.8526,  0.2422,  1.2911,  0.6838,  0.0067,  0.0041,  -1,  0.5700, -0.8240
  45579885,1,   0,  8.2900, 24070, 0.1723E+11,8000,3379,   0,  0.0010,  350.52,  0.8341,  0.5580,  0.1419,  0.0005,  0.0004,  -1,  0.3870, -1.0840
  45954825,1,   0, 51.0200, 89370, 0.3940E+12,8000,6803,  0.0004,  0.9571, 2212.16,  1.2468,  1.5945,  0.1384,  0.5126,  0.4446,  -1,  1.4660, -0.0080
  46258391,1,   0,  381.29,104700, 0.3448E+13,8000,4232,  0.0058, 37.4569, 1205.10,  0.3226,  0.3000,  1.8984, 25.8949, 11.5620,   1,  1.5070, -0.0920
  46735532,1,   0,  233.64, 41410, 0.8360E+12,8000,3454,  0.0017,  2.2358, 2391.30,  0.8211,  1.0050,  0.5862,  1.4637,  0.7721,   1,  0.4320, -1.4470
  46774610,1,   0, 26.9900, 63170, 0.1473E+12,8000,7474,  0.0001,  0.2772,  891.21,  1.2033,  0.8962,  0.1817,  0.1678,  0.1094,  -1,  0.2380, -0.7660
  46801434,1,   0, 45.5900, 70370, 0.2772E+12,8000,5626,  0.0004,  0.2890, 2173.55,  1.1749,  0.0946,  0.1259,  0.1952,  0.0938,   1,  1.2600, -0.0670
  46831372,1,   0,  51, 65620, 0.2891E+12,8000,5545,  0.0004,  0.3084, 2997.81,  1.4263,  1.2417,  0.1021,  0.2069,  0.1016,   1,  1.0610, -0.8620
  46876847,1,   0, 57.5300, 28950, 0.1439E+12,8000,2734,  0.0004,  0.0723,  290.26,  0.3725,  0.0252,  1.1893,  0.0506,  0.0217,  -1, -0.0480, -0.9980
  46985815,1,   0,  159.62, 73670, 0.1016E+13,8000,4994,  0.0015,  3.4542, 1898.88,  0.6697,  0.0519,  0.5044,  2.4089,  1.0453,  -1,  0.2170,  0.0140
  47048303,1,   0, 18.6000, 51810, 0.8326E+11,8000,4777,  0.0001,  0.0226,  234.65,  0.3793,  0.0682,  0.4756,  0.0137,  0.0090,   1,  1.0190,  0.1730
  47119449,1,   0, 18.3000, 84550, 0.1337E+12,8000,3914,  0.0002,  0.0562, 1379.01,  1.0416,  1.0765,  0.0796,  0.0290,  0.0272,  -1,  1.4410,  0.3250
  47412975,1,   0,  126.35, 62270, 0.6798E+12,8000,4844,  0.0010,  1.5187, 3061.58,  1.0465,  1.2393,  0.2476,  0.8355,  0.6832,   1,  1.0730, -0.4630
  47750877,1,   0, 42.9400, 93260, 0.3460E+12,8000,6456,  0.0004,  0.6033,  992.22,  0.7132,  0.3214,  0.2597,  0.4793,  0.1240,  -1, -0.0790, -1.1430
  47810668,1,   0, 20.1400, 39920, 0.6947E+11,8000,2677,  0.0002,  0.0170,  596.76,  0.7703,  0.0127,  0.2025,  0.0099,  0.0071,   1,  0.0390,  0.0620
  48018136,1,   0, 38.7700, 32380, 0.1085E+12,8000,5597,  0.0001,  0.0440, 1014.09,  0.9639,  0.9981,  0.2294,  0.0232,  0.0207,   1, -0.1080, -1.3370
  48970923,1,   0,  248.21, 92170, 0.1977E+13,8000,5461,  0.0026, 14.1525, 6833.71,  1.2937,  0.1199,  0.2179,  7.1376,  7.0149,  -1,  1.3760, -0.6110
  49624278,1,   0, 28.2700, 41320, 0.1009E+12,8000,1654,  0.0004,  0.0487,  299.16,  0.4753,  0.1119,  0.5670,  0.0305,  0.0183,   1,  0.0320, -1.3550
  49932818,1,   0, 53.1000, 33460, 0.1535E+12,8000,3813,  0.0003,  0.0742, 2335.92,  1.4143,  1.1499,  0.1364,  0.0477,  0.0264,  -1, -0.0480,  0.2800
  50008991,1,   0, 41.1600, 88690, 0.3154E+12,8000,7077,  0.0003,  0.7651, 1837.38,  1.2769,  0.3609,  0.1344,  0.5815,  0.1836,   1, -1.4720, -0.4170
  50029624,1,   0, 28.5900, 22650, 0.5593E+11,8000,  386.90,  0.0010,  0.0534,  650.39,  1.4832,  1.5265,  0.2637,  0.0277,  0.0256,   1, -1.2510, -0.7820
  50088664,1,   0,  173.44, 47970, 0.7188E+12,8000,6155,  0.0008,  2.2851, 3828.40,  1.3165,  0.9103,  0.2718,  1.6331,  0.6520,  -1,  0.5970, -0.7050
  50252430,1,   0,  9.8300, 61690, 0.5241E+11,8000,5012,  0.0001,  0.0092,  423.46,  0.6622,  1.5158,  0.1393,  0.0055,  0.0037,  -1, -1.2340,  1.4000
  50552242,1,   0, 24.7200, 84210, 0.1799E+12,8000,3729,  0.0003,  0.1021,  678.53,  0.5889,  0.7948,  0.2186,  0.0652,  0.0368,   1,  0.6540, -1.2670
  50699171,1,   0, 76.8500, 21100, 0.1401E+12,8000,2653,  0.0004,  0.0695, 2281.68,  1.4932,  0.9064,  0.2021,  0.0512,  0.0183,   1, -1.5050,  1.3320
  50863245,1,   0, 51.4300, 23230, 0.1032E+12,8000,7254,  0.0001,  0.0989,  283.22,  0.5673,  0.2537,  1.0895,  0.0743,  0.0246,  -1,  0.5680, -0.3330
  51756119,1,   0,  775.99, 98530, 0.6606E+13,8000,5021,  0.0094,  146.58, 8917.97,  1.0076,  0.7809,  0.5221, 86.3310, 60.2491,   1, -0.3040, -0.6030
  51903744,1,   0,  248.21, 92170, 0.1977E+13,8000,5461,  0.0026, 14.1525, 6833.71,  1.2937,  0.1199,  0.2179,  7.1376,  7.0149,  -1,  1.3760, -0.6110
  52032867,1,   0, 16.7900, 85670, 0.1243E+12,8000,4556,  0.0002,  0.0494, 1662.23,  1.2167,  1.1988,  0.0606,  0.0279,  0.0215,   1,  0.4980,  0.3740
  52181555,1,   0,  159.62, 73670, 0.1016E+13,8000,4994,  0.0015,  3.4542, 1898.88,  0.6697,  0.0519,  0.5044,  2.4089,  1.0453,  -1,  0.2170,  0.0140
  52323126,1,   0, 38.1100, 99730, 0.3284E+12,8000,3014,  0.0008,  0.3604,  264.15,  0.2619,  1.2382,  0.8656,  0.1901,  0.1703,   1,  0.2980, -1.0570
  52683568,1,   0, 82.9500, 62450, 0.4476E+12,8000,6592,  0.0005,  1.0843, 1812.42,  1.0016,  1.7931,  0.2746,  0.6842,  0.4001,  -1,  1.0660,  1.5420
  52785763,1,   0, 55.0400, 83310, 0.3961E+12,8000,1597,  0.0018,  0.7710,  516.24,  0.4373,  0.0998,  0.6397,  0.4372,  0.3338,  -1, -1.0800,  1.1410
  52950434,1,   0, 34.4500, 56590, 0.1684E+12,8000,1872,  0.0006,  0.1242,  306.73,  0.3955,  0.9925,  0.6738,  0.0643,  0.0599,  -1,  0.9380,  0.2550
  53021710,1,   0, 36.7600, 65940, 0.2094E+12,8000,6010,  0.0002,  0.1842, 2412.97,  1.4349,  0.7706,  0.0914,  0.1495,  0.0347,   1,  1.0850, -0.2700
  53358537,1,   0,  9.5900, 83000, 0.6880E+11,8000,3014,  0.0002,  0.0158, 1517.26,  1.4144,  0.0155,  0.0379,  0.0087,  0.0072,  -1, -1.4940, -0.8490
  53544995,1,   0, 33.3700, 94590, 0.2727E+12,8000,  570.80,  0.0034,  0.8812,  741.81,  0.8456,  0.1262,  0.2699,  0.4611,  0.4200,   1, -1.0080, -1.3680
  53781378,1,   0, 22.3400, 65140, 0.1257E+12,8000,5692,  0.0002,  0.0604,  569.19,  0.6293,  1.1017,  0.2355,  0.0373,  0.0231,   1, -1.2710,  1.3070
  53960697,1,   0,  117.59, 89940, 0.9138E+12,8000,6783,  0.0010,  5.0830, 1096.04,  0.5872,  1.4051,  0.6437,  2.8668,  2.2162,  -1,  1.0870,  0.1490
  54006135,1,   0,  30, 66200, 0.1716E+12,8000,3066,  0.0004,  0.0978,  511.36,  0.5040,  0.9601,  0.3520,  0.0498,  0.0479,  -1, -1.5350, -1.5360
  54369428,1,   0,  7.2500, 76940, 0.4821E+11,8000,5365,  0.0001,  0.0083, 1210.92,  1.3983,  1.1789,  0.0359,  0.0042,  0.0040,  -1, -1.2650,  0.9750
  54729136,1,   0, 71.2500, 51400, 0.3164E+12,8000,1431,  0.0016,  0.5350, 2808.22,  1.4991,  1.4933,  0.1522,  0.3133,  0.2217,   1,  0.3420,  0.2190
  54771654,1,   0, 36.9700, 22140, 0.7071E+11,8000,6870,  0.0001,  0.0324,  728.60,  1.0712,  0.0474,  0.3045,  0.0252,  0.0072,  -1,  1.4640,  0.2700
  55314191,1,   0, 13.1900, 92950, 0.1059E+12,8000,  983.10,  0.0008,  0.0817, 1177.93,  1.3414,  0.7068,  0.0672,  0.0478,  0.0339,  -1,  0.4260,  0.9120
  55374288,1,   0, 47.1900, 93410, 0.3808E+12,8000,3566,  0.0008,  0.4607, 2938.46,  1.2214,  0.9430,  0.0964,  0.2618,  0.1989,   1,  1.3560, -1.2980
  55525191,1,   0, 10.6500, 75310, 0.6931E+11,8000,5000,  0.0001,  0.0161,  714.27,  0.8544,  0.2516,  0.0895,  0.0086,  0.0075,   1, -0.3600,  1.2840
  55865611,1,   0, 39.4600, 95930, 0.3271E+12,8000,1627,  0.0014,  0.5184, 2371.83,  1.2823,  1.0021,  0.0998,  0.3144,  0.2040,   1, -0.0750, -1.0700
  56026134,1,   0,  233.64, 41410, 0.8360E+12,8000,3454,  0.0017,  2.2358, 2391.30,  0.8211,  1.0050,  0.5862,  1.4637,  0.7721,   1,  0.4320, -1.4470
  56036868,1,   0, 32.3000, 59690, 0.1666E+12,8000,2559,  0.0005,  0.1001,  194.16,  0.2744,  0.5568,  0.9982,  0.0655,  0.0347,   1,  1.2910, -0.1240
  56090094,1,   0, 11.5600, 89500, 0.8939E+11,8000,7561,  0.0001,  0.1208,  304.06,  0.7341,  0.5368,  0.2281,  0.0802,  0.0407,   1,  0.9240,  1.2890
  56120997,1,   0, 53.5400, 93260, 0.4314E+12,8000,3375,  0.0009,  0.5989, 1056.73,  0.5951,  0.7225,  0.3040,  0.4426,  0.1563,   1,  0.1600,  0.4180
  56254716,1,   0, 34.4500, 56590, 0.1684E+12,8000,1872,  0.0006,  0.1242,  306.73,  0.3955,  0.9925,  0.6738,  0.0643,  0.0599,  -1,  0.9380,  0.2550
  56353140,1,   0, 15.2300, 68600, 0.9029E+11,8000,7606,  0.0001,  0.1367,  206.03,  0.5843,  0.8820,  0.4436,  0.0732,  0.0636,  -1, -0.1020, -0.6120
  56390832,1,   0, 16.6300, 72470, 0.1041E+12,8000,6264,  0.0001,  0.0501,  280.35,  0.4452,  1.5548,  0.3558,  0.0280,  0.0221,  -1,  1.2630,  1.0170
  56936309,1,   0, 36.3700, 61080, 0.1919E+12,8000,2757,  0.0005,  0.1280, 1354.01,  0.9435,  0.5325,  0.1612,  0.0644,  0.0636,   1,  1.5330,  0.9500
  57094829,1,   0,  771.02, 91040, 0.6065E+13,8000,3973,  0.0109,  115.48, 7261.32,  0.8839,  0.0080,  0.6371, 90.4744, 25.0033,  -1,  0.6100, -0.7970
  57277554,1,   0, 18.3000, 84550, 0.1337E+12,8000,3914,  0.0002,  0.0562, 1379.01,  1.0416,  1.0765,  0.0796,  0.0290,  0.0272,  -1,  1.4410,  0.3250
  57475649,1,   0, 18.3000, 84550, 0.1337E+12,8000,3914,  0.0002,  0.0562, 1379.01,  1.0416,  1.0765,  0.0796,  0.0290,  0.0272,  -1,  1.4410,  0.3250
  57724358,1,   0, 35.8000, 33590, 0.1039E+12,8000,3849,  0.0002,  0.0339,  114.18,  0.2153,  0.1633,  1.8814,  0.0183,  0.0156,  -1, -1.4060, -1.1080
  57736242,1,   0, 19.4300, 98710, 0.1657E+12,8000,5223,  0.0002,  0.0951,  162.97,  0.2413,  0.0524,  0.7152,  0.0716,  0.0235,   1,  1.5280,  0.6000
  57848414,1,   0,  26, 68550, 0.1540E+12,8000,6044,  0.0002,  0.1008,  469.12,  0.5356,  1.4480,  0.3325,  0.0634,  0.0373,   1, -0.4610, -1.4700
  57984483,1,   0,  739.75, 94860, 0.6063E+13,8000,7825,  0.0055, 1348.01, 2046.58,  0.8622,  0.3857,  2.1688,  897.96,  450.05,   1,  0.7060,  0.0880
  58003722,1,   0, 79.4100, 90660, 0.6220E+12,8000,  370.40,  0.0120,  6.8773, 1857.46,  1.3562,  0.0540,  0.2565,  3.4827,  3.3946,  -1, -0.3090, -1.0090
  58308905,1,   0,  877.23, 82390, 0.6245E+13,8000,4237,  0.0105,  122.86,15028.10,  1.4232,  0.1546,  0.3502, 78.9164, 43.9442,   1, -1.1410, -1.0540
  58478279,1,   0, 16.7900, 85670, 0.1243E+12,8000,4556,  0.0002,  0.0494, 1662.23,  1.2167,  1.1988,  0.0606,  0.0279,  0.0215,   1,  0.4980,  0.3740
  58747344,1,   0, 19.6100, 24150, 0.4092E+11,8000,7823,   0,  0.0609,  323.69,  1.3305,  0.3524,  0.3636,  0.0352,  0.0256,   1, -1.1150, -1.4980
  58788443,1,   0, 36.3700, 61080, 0.1919E+12,8000,2757,  0.0005,  0.1280, 1354.01,  0.9435,  0.5325,  0.1612,  0.0644,  0.0636,   1,  1.5330,  0.9500
  59254888,1,   0, 14.4700, 77140, 0.9645E+11,8000,6293,  0.0001,  0.0435, 98.8792,  0.2289,  0.1353,  0.8780,  0.0306,  0.0129,   1,  0.9590,  0.1140
  59672350,1,   0, 20.4400, 29670, 0.5239E+11,8000,7067,  0.0001,  0.0209,  329.56,  0.7365,  0.4909,  0.3721,  0.0157,  0.0052,   1,  1.4970, -1.5270
  59762956,1,   0,  6.3800, 83500, 0.4601E+11,8000, 60.2800,  0.0055,  0.2221, 76.0218,  0.6935,  1.3219,  0.5033,  0.1793,  0.0429,  -1,  1.3730, -0.9010
  59903215,1,   0, 17.2100,102900, 0.1529E+12,8000,3260,  0.0003,  0.0760,  337.18,  0.3939,  0.3066,  0.3062,  0.0450,  0.0310,   1, -0.1680, -0.8490
  60138442,1,   0,  233.64, 41410, 0.8360E+12,8000,3454,  0.0017,  2.2358, 2391.30,  0.8211,  1.0050,  0.5862,  1.4637,  0.7721,   1,  0.4320, -1.4470
  60205010,1,   0, 36.8600, 81300, 0.2589E+12,8000,  529.20,  0.0035,  0.8517,  980.53,  1.0608,  0.6824,  0.2255,  0.4914,  0.3603,  -1,  0.1820,  1.0220
  60332932,1,   0, 24.6500, 38930, 0.8293E+11,8000,5935,  0.0001,  0.0282, 1634.56,  1.4949,  1.0859,  0.0905,  0.0179,  0.0103,  -1,  0.4770,  1.0290
  60364715,1,   0, 16.9500,102800, 0.1506E+12,8000,1754,  0.0006,  0.1040,  521.55,  0.5939,  0.3355,  0.1950,  0.0709,  0.0331,  -1,  0.9930,  0.9000
  60577508,1,   0, 69.5500,101300, 0.6085E+12,8000,5281,  0.0008,  1.2955, 1269.48,  0.6166,  0.3698,  0.3287,  0.7610,  0.5345,  -1,  0.1070, -0.8780
  60726140,1,   0, 25.5800, 87550, 0.1935E+12,8000,4651,  0.0003,  0.1208,  923.47,  0.7111,  1.2097,  0.1662,  0.0706,  0.0502,  -1,  1.0370, -1.3280
